ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0045721	negative regulation of gluconeogenesis	1/291	18/18903	0.243747928110439	0.495529925658303	0.414841893695596	ERFE	1
GO:0045722	positive regulation of gluconeogenesis	1/291	18/18903	0.243747928110439	0.495529925658303	0.414841893695596	NNMT	1
GO:0046653	tetrahydrofolate metabolic process	1/291	18/18903	0.243747928110439	0.495529925658303	0.414841893695596	MTHFD2	1
GO:0051900	regulation of mitochondrial depolarization	1/291	18/18903	0.243747928110439	0.495529925658303	0.414841893695596	LRRK2	1
GO:0051988	regulation of attachment of spindle microtubules to kinetochore	1/291	18/18903	0.243747928110439	0.495529925658303	0.414841893695596	RACGAP1	1
GO:0061620	glycolytic process through glucose-6-phosphate	1/291	18/18903	0.243747928110439	0.495529925658303	0.414841893695596	ENO1	1
GO:0061644	protein localization to CENP-A containing chromatin	1/291	18/18903	0.243747928110439	0.495529925658303	0.414841893695596	H4C15	1
GO:0070230	positive regulation of lymphocyte apoptotic process	1/291	18/18903	0.243747928110439	0.495529925658303	0.414841893695596	CD274	1
GO:0071071	regulation of phospholipid biosynthetic process	1/291	18/18903	0.243747928110439	0.495529925658303	0.414841893695596	IDH1	1
GO:0072077	renal vesicle morphogenesis	1/291	18/18903	0.243747928110439	0.495529925658303	0.414841893695596	STAT1	1
GO:0072673	lamellipodium morphogenesis	1/291	18/18903	0.243747928110439	0.495529925658303	0.414841893695596	CORO1B	1
GO:0150079	negative regulation of neuroinflammatory response	1/291	18/18903	0.243747928110439	0.495529925658303	0.414841893695596	CST7	1
GO:1905146	lysosomal protein catabolic process	1/291	18/18903	0.243747928110439	0.495529925658303	0.414841893695596	ATP13A2	1
GO:2000641	regulation of early endosome to late endosome transport	1/291	18/18903	0.243747928110439	0.495529925658303	0.414841893695596	SNX3	1
GO:2000811	negative regulation of anoikis	1/291	18/18903	0.243747928110439	0.495529925658303	0.414841893695596	CEACAM6	1
GO:0001676	long-chain fatty acid metabolic process	3/291	111/18903	0.244248169506487	0.495671667141837	0.414960555157598	ACOT7/GPX4/GPX1	3
GO:0016079	synaptic vesicle exocytosis	3/291	111/18903	0.244248169506487	0.495671667141837	0.414960555157598	NAPA/PIP5K1C/LRRK2	3
GO:1901222	regulation of NIK/NF-kappaB signaling	3/291	111/18903	0.244248169506487	0.495671667141837	0.414960555157598	MMP8/IL18/TLR7	3
GO:0043491	protein kinase B signaling	5/291	218/18903	0.246028487532997	0.49840609732491	0.41724973313977	H19/PARK7/IL18/PHLPP1/GPX1	5
GO:0072330	monocarboxylic acid biosynthetic process	5/291	218/18903	0.246028487532997	0.49840609732491	0.41724973313977	ACOT7/PARK7/DHRS9/GPX4/CEACAM1	5
GO:1901215	negative regulation of neuron death	5/291	218/18903	0.246028487532997	0.49840609732491	0.41724973313977	GPI/ATF4/ATP13A2/PARK7/LRRK2	5
GO:0061572	actin filament bundle organization	4/291	164/18903	0.246447636615397	0.498962565574198	0.417715590659897	ZYX/FHOD1/PLEK/CORO1B	4
GO:0002820	negative regulation of adaptive immune response	2/291	62/18903	0.247315247712054	0.499547874618382	0.418205592776246	ZBTB7B/CEACAM1	2
GO:0031102	neuron projection regeneration	2/291	62/18903	0.247315247712054	0.499547874618382	0.418205592776246	SCARF1/KREMEN1	2
GO:0032233	positive regulation of actin filament bundle assembly	2/291	62/18903	0.247315247712054	0.499547874618382	0.418205592776246	FHOD1/PLEK	2
GO:0046902	regulation of mitochondrial membrane permeability	2/291	62/18903	0.247315247712054	0.499547874618382	0.418205592776246	BNIP3L/BAD	2
GO:0001894	tissue homeostasis	6/291	275/18903	0.250400395055652	0.50265256604523	0.420804741695745	CDHR1/HSPB1/PIWIL4/SLC39A8/NKIRAS2/ACTB	6
GO:0002456	T cell mediated immunity	3/291	113/18903	0.252488497984554	0.50265256604523	0.420804741695745	CCR2/IL18/CEACAM1	3
GO:1904659	glucose transmembrane transport	3/291	113/18903	0.252488497984554	0.50265256604523	0.420804741695745	ERFE/SLC2A5/SORT1	3
GO:0007062	sister chromatid cohesion	2/291	63/18903	0.25302732176915	0.50265256604523	0.420804741695745	BUB1B/ESCO2	2
GO:0031663	lipopolysaccharide-mediated signaling pathway	2/291	63/18903	0.25302732176915	0.50265256604523	0.420804741695745	CARD16/IL18	2
GO:0046173	polyol biosynthetic process	2/291	63/18903	0.25302732176915	0.50265256604523	0.420804741695745	PLEK/IMPA2	2
GO:0050994	regulation of lipid catabolic process	2/291	63/18903	0.25302732176915	0.50265256604523	0.420804741695745	IDH1/PNPLA2	2
GO:0051784	negative regulation of nuclear division	2/291	63/18903	0.25302732176915	0.50265256604523	0.420804741695745	BUB1B/SPC24	2
GO:0060042	retina morphogenesis in camera-type eye	2/291	63/18903	0.25302732176915	0.50265256604523	0.420804741695745	STAT3/TSPAN12	2
GO:0007009	plasma membrane organization	4/291	166/18903	0.253147928014001	0.50265256604523	0.420804741695745	S100A9/DYSF/EPB41L3/MYOF	4
GO:0060249	anatomical structure homeostasis	7/291	333/18903	0.254292637222953	0.50265256604523	0.420804741695745	CDHR1/HSPB1/PIWIL4/SLC39A8/ALDOA/NKIRAS2/ACTB	7
GO:0002281	macrophage activation involved in immune response	1/291	19/18903	0.255401057732883	0.50265256604523	0.420804741695745	DYSF	1
GO:0006337	nucleosome disassembly	1/291	19/18903	0.255401057732883	0.50265256604523	0.420804741695745	SMARCD3	1
GO:0007213	G protein-coupled acetylcholine receptor signaling pathway	1/291	19/18903	0.255401057732883	0.50265256604523	0.420804741695745	GNA15	1
GO:0009148	pyrimidine nucleoside triphosphate biosynthetic process	1/291	19/18903	0.255401057732883	0.50265256604523	0.420804741695745	NME4	1
GO:0009223	pyrimidine deoxyribonucleotide catabolic process	1/291	19/18903	0.255401057732883	0.50265256604523	0.420804741695745	TYMP	1
GO:0010544	negative regulation of platelet activation	1/291	19/18903	0.255401057732883	0.50265256604523	0.420804741695745	CEACAM1	1
GO:0010738	regulation of protein kinase A signaling	1/291	19/18903	0.255401057732883	0.50265256604523	0.420804741695745	LRRK2	1
GO:0010744	positive regulation of macrophage derived foam cell differentiation	1/291	19/18903	0.255401057732883	0.50265256604523	0.420804741695745	IL18	1
GO:0010759	positive regulation of macrophage chemotaxis	1/291	19/18903	0.255401057732883	0.50265256604523	0.420804741695745	C3AR1	1
GO:0010885	regulation of cholesterol storage	1/291	19/18903	0.255401057732883	0.50265256604523	0.420804741695745	SREBF2	1
GO:0015693	magnesium ion transport	1/291	19/18903	0.255401057732883	0.50265256604523	0.420804741695745	KCNJ2	1
GO:0016082	synaptic vesicle priming	1/291	19/18903	0.255401057732883	0.50265256604523	0.420804741695745	NAPA	1
GO:0016553	base conversion or substitution editing	1/291	19/18903	0.255401057732883	0.50265256604523	0.420804741695745	APOBEC3A	1
GO:0032930	positive regulation of superoxide anion generation	1/291	19/18903	0.255401057732883	0.50265256604523	0.420804741695745	CRP	1
GO:0035743	CD4-positive, alpha-beta T cell cytokine production	1/291	19/18903	0.255401057732883	0.50265256604523	0.420804741695745	IL18	1
GO:0036003	positive regulation of transcription from RNA polymerase II promoter in response to stress	1/291	19/18903	0.255401057732883	0.50265256604523	0.420804741695745	ATF4	1
GO:0042772	DNA damage response, signal transduction resulting in transcription	1/291	19/18903	0.255401057732883	0.50265256604523	0.420804741695745	FOXM1	1
GO:0045091	regulation of single stranded viral RNA replication via double stranded DNA intermediate	1/291	19/18903	0.255401057732883	0.50265256604523	0.420804741695745	APOBEC3A	1
GO:0045346	regulation of MHC class II biosynthetic process	1/291	19/18903	0.255401057732883	0.50265256604523	0.420804741695745	AZU1	1
GO:0045947	negative regulation of translational initiation	1/291	19/18903	0.255401057732883	0.50265256604523	0.420804741695745	ATF4	1
GO:0045953	negative regulation of natural killer cell mediated cytotoxicity	1/291	19/18903	0.255401057732883	0.50265256604523	0.420804741695745	CEACAM1	1
GO:0046782	regulation of viral transcription	1/291	19/18903	0.255401057732883	0.50265256604523	0.420804741695745	IFITM3	1
GO:0055070	copper ion homeostasis	1/291	19/18903	0.255401057732883	0.50265256604523	0.420804741695745	MT2A	1
GO:0061577	calcium ion transmembrane transport via high voltage-gated calcium channel	1/291	19/18903	0.255401057732883	0.50265256604523	0.420804741695745	G6PD	1
GO:0061615	glycolytic process through fructose-6-phosphate	1/291	19/18903	0.255401057732883	0.50265256604523	0.420804741695745	ENO1	1
GO:0071545	inositol phosphate catabolic process	1/291	19/18903	0.255401057732883	0.50265256604523	0.420804741695745	IMPA2	1
GO:0072074	kidney mesenchyme development	1/291	19/18903	0.255401057732883	0.50265256604523	0.420804741695745	STAT1	1
GO:0072087	renal vesicle development	1/291	19/18903	0.255401057732883	0.50265256604523	0.420804741695745	STAT1	1
GO:0097202	activation of cysteine-type endopeptidase activity	1/291	19/18903	0.255401057732883	0.50265256604523	0.420804741695745	BAD	1
GO:0097284	hepatocyte apoptotic process	1/291	19/18903	0.255401057732883	0.50265256604523	0.420804741695745	H19	1
GO:1901569	fatty acid derivative catabolic process	1/291	19/18903	0.255401057732883	0.50265256604523	0.420804741695745	ACOT7	1
GO:1902170	cellular response to reactive nitrogen species	1/291	19/18903	0.255401057732883	0.50265256604523	0.420804741695745	CCNA2	1
GO:2000042	negative regulation of double-strand break repair via homologous recombination	1/291	19/18903	0.255401057732883	0.50265256604523	0.420804741695745	RMI2	1
GO:2000251	positive regulation of actin cytoskeleton reorganization	1/291	19/18903	0.255401057732883	0.50265256604523	0.420804741695745	FES	1
GO:0009408	response to heat	3/291	114/18903	0.256623924680209	0.504771660504237	0.422578780180154	HSPA6/HSPB1/MAPKAPK2	3
GO:0002218	activation of innate immune response	2/291	64/18903	0.258742491284502	0.507782139145834	0.425099057152228	AIM2/FFAR2	2
GO:0009311	oligosaccharide metabolic process	2/291	64/18903	0.258742491284502	0.507782139145834	0.425099057152228	ST3GAL4/NAGA	2
GO:0035306	positive regulation of dephosphorylation	2/291	64/18903	0.258742491284502	0.507782139145834	0.425099057152228	CDCA2/PLEK	2
GO:0046530	photoreceptor cell differentiation	2/291	64/18903	0.258742491284502	0.507782139145834	0.425099057152228	CDHR1/STAT3	2
GO:0034502	protein localization to chromosome	3/291	115/18903	0.260768678040733	0.511177646965204	0.427941668306286	BUB1B/H4C15/ESCO2	3
GO:1904892	regulation of receptor signaling pathway via STAT	3/291	115/18903	0.260768678040733	0.511177646965204	0.427941668306286	SOCS3/SOCS1/CENPJ	3
GO:0016042	lipid catabolic process	7/291	336/18903	0.261321064538609	0.51181957170822	0.428479067285064	ACOT7/SCARF1/NAGA/PLB1/ABHD4/IDH1/PNPLA2	7
GO:0097191	extrinsic apoptotic signaling pathway	5/291	224/18903	0.263388371179625	0.51181957170822	0.428479067285064	TNFSF10/PARK7/BAD/SORT1/GPX1	5
GO:0060760	positive regulation of response to cytokine stimulus	2/291	65/18903	0.264459312475786	0.51181957170822	0.428479067285064	AGPAT1/CASP4	2
GO:0008645	hexose transmembrane transport	3/291	116/18903	0.264922130712705	0.51181957170822	0.428479067285064	ERFE/SLC2A5/SORT1	3
GO:0043542	endothelial cell migration	6/291	281/18903	0.265885181322782	0.51181957170822	0.428479067285064	GPI/HSPB1/ANXA3/GPX1/CORO1B/CEACAM1	6
GO:0006486	protein glycosylation	5/291	225/18903	0.266309401200279	0.51181957170822	0.428479067285064	UBE2J1/ST3GAL4/SLC39A8/DPM3/MLEC	5
GO:0043413	macromolecule glycosylation	5/291	225/18903	0.266309401200279	0.51181957170822	0.428479067285064	UBE2J1/ST3GAL4/SLC39A8/DPM3/MLEC	5
GO:0000272	polysaccharide catabolic process	1/291	20/18903	0.266875231223655	0.51181957170822	0.428479067285064	PYGL	1
GO:0002716	negative regulation of natural killer cell mediated immunity	1/291	20/18903	0.266875231223655	0.51181957170822	0.428479067285064	CEACAM1	1
GO:0002888	positive regulation of myeloid leukocyte mediated immunity	1/291	20/18903	0.266875231223655	0.51181957170822	0.428479067285064	FCGR1A	1
GO:0003215	cardiac right ventricle morphogenesis	1/291	20/18903	0.266875231223655	0.51181957170822	0.428479067285064	SMARCD3	1
GO:0006071	glycerol metabolic process	1/291	20/18903	0.266875231223655	0.51181957170822	0.428479067285064	GK	1
GO:0006525	arginine metabolic process	1/291	20/18903	0.266875231223655	0.51181957170822	0.428479067285064	SLC39A8	1
GO:0006896	Golgi to vacuole transport	1/291	20/18903	0.266875231223655	0.51181957170822	0.428479067285064	SORT1	1
GO:0008340	determination of adult lifespan	1/291	20/18903	0.266875231223655	0.51181957170822	0.428479067285064	LRRK2	1
GO:0009110	vitamin biosynthetic process	1/291	20/18903	0.266875231223655	0.51181957170822	0.428479067285064	PSAT1	1
GO:0033762	response to glucagon	1/291	20/18903	0.266875231223655	0.51181957170822	0.428479067285064	CCNA2	1
GO:0039692	single stranded viral RNA replication via double stranded DNA intermediate	1/291	20/18903	0.266875231223655	0.51181957170822	0.428479067285064	APOBEC3A	1
GO:0042053	regulation of dopamine metabolic process	1/291	20/18903	0.266875231223655	0.51181957170822	0.428479067285064	PARK7	1
GO:0042069	regulation of catecholamine metabolic process	1/291	20/18903	0.266875231223655	0.51181957170822	0.428479067285064	PARK7	1
GO:0043011	myeloid dendritic cell differentiation	1/291	20/18903	0.266875231223655	0.51181957170822	0.428479067285064	BATF2	1
GO:0044794	positive regulation by host of viral process	1/291	20/18903	0.266875231223655	0.51181957170822	0.428479067285064	CFL1	1
GO:0045342	MHC class II biosynthetic process	1/291	20/18903	0.266875231223655	0.51181957170822	0.428479067285064	AZU1	1
GO:0045655	regulation of monocyte differentiation	1/291	20/18903	0.266875231223655	0.51181957170822	0.428479067285064	FES	1
GO:0046931	pore complex assembly	1/291	20/18903	0.266875231223655	0.51181957170822	0.428479067285064	BAD	1
GO:0051004	regulation of lipoprotein lipase activity	1/291	20/18903	0.266875231223655	0.51181957170822	0.428479067285064	SORT1	1
GO:0051546	keratinocyte migration	1/291	20/18903	0.266875231223655	0.51181957170822	0.428479067285064	LRG1	1
GO:0051882	mitochondrial depolarization	1/291	20/18903	0.266875231223655	0.51181957170822	0.428479067285064	LRRK2	1
GO:0055062	phosphate ion homeostasis	1/291	20/18903	0.266875231223655	0.51181957170822	0.428479067285064	ALPL	1
GO:0060231	mesenchymal to epithelial transition	1/291	20/18903	0.266875231223655	0.51181957170822	0.428479067285064	STAT1	1
GO:0071371	cellular response to gonadotropin stimulus	1/291	20/18903	0.266875231223655	0.51181957170822	0.428479067285064	CCNA2	1
GO:0072234	metanephric nephron tubule development	1/291	20/18903	0.266875231223655	0.51181957170822	0.428479067285064	STAT1	1
GO:0072506	trivalent inorganic anion homeostasis	1/291	20/18903	0.266875231223655	0.51181957170822	0.428479067285064	ALPL	1
GO:0098543	detection of other organism	1/291	20/18903	0.266875231223655	0.51181957170822	0.428479067285064	PGLYRP1	1
GO:1900225	regulation of NLRP3 inflammasome complex assembly	1/291	20/18903	0.266875231223655	0.51181957170822	0.428479067285064	GBP5	1
GO:1903232	melanosome assembly	1/291	20/18903	0.266875231223655	0.51181957170822	0.428479067285064	RAB32	1
GO:1903427	negative regulation of reactive oxygen species biosynthetic process	1/291	20/18903	0.266875231223655	0.51181957170822	0.428479067285064	PARK7	1
GO:1903975	regulation of glial cell migration	1/291	20/18903	0.266875231223655	0.51181957170822	0.428479067285064	CCR2	1
GO:1990182	exosomal secretion	1/291	20/18903	0.266875231223655	0.51181957170822	0.428479067285064	ATP13A2	1
GO:0048545	response to steroid hormone	7/291	339/18903	0.268404623186118	0.514467019136987	0.430695426071771	GPI/PARK7/PADI2/ALPL/BAD/ANXA3/IDH1	7
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	3/291	117/18903	0.269083662545347	0.514911340959352	0.431067398170036	CCNA2/CDC25A/ACTB	3
GO:0021782	glial cell development	3/291	117/18903	0.269083662545347	0.514911340959352	0.431067398170036	S100A9/S100A8/C1QA	3
GO:0043406	positive regulation of MAP kinase activity	3/291	117/18903	0.269083662545347	0.514911340959352	0.431067398170036	ELANE/LRRK2/S100A12	3
GO:0016482	cytosolic transport	4/291	171/18903	0.270057321718161	0.515574162277725	0.431622291097099	LRRK2/SNX3/SORT1/WIPI1	4
GO:1904064	positive regulation of cation transmembrane transport	4/291	171/18903	0.270057321718161	0.515574162277725	0.431622291097099	GSTO1/G6PD/CCR2/KCNJ2	4
GO:0030219	megakaryocyte differentiation	2/291	66/18903	0.27017638498051	0.515574162277725	0.431622291097099	MYB/H4C15	2
GO:0030837	negative regulation of actin filament polymerization	2/291	66/18903	0.27017638498051	0.515574162277725	0.431622291097099	CAPZB/CAPG	2
GO:0034605	cellular response to heat	2/291	66/18903	0.27017638498051	0.515574162277725	0.431622291097099	HSPA6/MAPKAPK2	2
GO:0019751	polyol metabolic process	3/291	118/18903	0.273252660667587	0.519637744459537	0.435024192859643	GK/PLEK/IMPA2	3
GO:1905475	regulation of protein localization to membrane	4/291	172/18903	0.273463637044631	0.519637744459537	0.435024192859643	GBP1/VAMP8/TNFAIP6/ACTB	4
GO:0031638	zymogen activation	2/291	67/18903	0.275892350869216	0.519637744459537	0.435024192859643	ENO1/BAD	2
GO:0072659	protein localization to plasma membrane	6/291	285/18903	0.276342097403352	0.519637744459537	0.435024192859643	GBP1/VAMP5/VAMP8/EPB41L3/ACTB/FYB1	6
GO:0006906	vesicle fusion	3/291	119/18903	0.277428519558812	0.519637744459537	0.435024192859643	DYSF/ATP13A2/VAMP8	3
GO:0015749	monosaccharide transmembrane transport	3/291	119/18903	0.277428519558812	0.519637744459537	0.435024192859643	ERFE/SLC2A5/SORT1	3
GO:0000083	regulation of transcription involved in G1/S transition of mitotic cell cycle	1/291	21/18903	0.278173187465455	0.519637744459537	0.435024192859643	E2F1	1
GO:0002089	lens morphogenesis in camera-type eye	1/291	21/18903	0.278173187465455	0.519637744459537	0.435024192859643	ATF4	1
GO:0007042	lysosomal lumen acidification	1/291	21/18903	0.278173187465455	0.519637744459537	0.435024192859643	RNASEK	1
GO:0007194	negative regulation of adenylate cyclase activity	1/291	21/18903	0.278173187465455	0.519637744459537	0.435024192859643	CCR2	1
GO:0007252	I-kappaB phosphorylation	1/291	21/18903	0.278173187465455	0.519637744459537	0.435024192859643	TLR7	1
GO:0010878	cholesterol storage	1/291	21/18903	0.278173187465455	0.519637744459537	0.435024192859643	SREBF2	1
GO:0021756	striatum development	1/291	21/18903	0.278173187465455	0.519637744459537	0.435024192859643	LRRK2	1
GO:0030502	negative regulation of bone mineralization	1/291	21/18903	0.278173187465455	0.519637744459537	0.435024192859643	SRGN	1
GO:0032011	ARF protein signal transduction	1/291	21/18903	0.278173187465455	0.519637744459537	0.435024192859643	CYTH2	1
GO:0032012	regulation of ARF protein signal transduction	1/291	21/18903	0.278173187465455	0.519637744459537	0.435024192859643	CYTH2	1
GO:0032616	interleukin-13 production	1/291	21/18903	0.278173187465455	0.519637744459537	0.435024192859643	IL18	1
GO:0032656	regulation of interleukin-13 production	1/291	21/18903	0.278173187465455	0.519637744459537	0.435024192859643	IL18	1
GO:0032986	protein-DNA complex disassembly	1/291	21/18903	0.278173187465455	0.519637744459537	0.435024192859643	SMARCD3	1
GO:0033005	positive regulation of mast cell activation	1/291	21/18903	0.278173187465455	0.519637744459537	0.435024192859643	VAMP8	1
GO:0034755	iron ion transmembrane transport	1/291	21/18903	0.278173187465455	0.519637744459537	0.435024192859643	SLC39A8	1
GO:0035902	response to immobilization stress	1/291	21/18903	0.278173187465455	0.519637744459537	0.435024192859643	GPI	1
GO:0042454	ribonucleoside catabolic process	1/291	21/18903	0.278173187465455	0.519637744459537	0.435024192859643	APOBEC3A	1
GO:0043373	CD4-positive, alpha-beta T cell lineage commitment	1/291	21/18903	0.278173187465455	0.519637744459537	0.435024192859643	STAT3	1
GO:0045063	T-helper 1 cell differentiation	1/291	21/18903	0.278173187465455	0.519637744459537	0.435024192859643	IL27	1
GO:0050849	negative regulation of calcium-mediated signaling	1/291	21/18903	0.278173187465455	0.519637744459537	0.435024192859643	PLEK	1
GO:0060252	positive regulation of glial cell proliferation	1/291	21/18903	0.278173187465455	0.519637744459537	0.435024192859643	E2F1	1
GO:0061050	regulation of cell growth involved in cardiac muscle cell development	1/291	21/18903	0.278173187465455	0.519637744459537	0.435024192859643	G6PD	1
GO:0071498	cellular response to fluid shear stress	1/291	21/18903	0.278173187465455	0.519637744459537	0.435024192859643	SREBF2	1
GO:0071731	response to nitric oxide	1/291	21/18903	0.278173187465455	0.519637744459537	0.435024192859643	CCNA2	1
GO:0090026	positive regulation of monocyte chemotaxis	1/291	21/18903	0.278173187465455	0.519637744459537	0.435024192859643	CCR2	1
GO:0090370	negative regulation of cholesterol efflux	1/291	21/18903	0.278173187465455	0.519637744459537	0.435024192859643	SREBF2	1
GO:0097503	sialylation	1/291	21/18903	0.278173187465455	0.519637744459537	0.435024192859643	ST3GAL4	1
GO:0097734	extracellular exosome biogenesis	1/291	21/18903	0.278173187465455	0.519637744459537	0.435024192859643	ATP13A2	1
GO:0140131	positive regulation of lymphocyte chemotaxis	1/291	21/18903	0.278173187465455	0.519637744459537	0.435024192859643	CCR2	1
GO:0150105	protein localization to cell-cell junction	1/291	21/18903	0.278173187465455	0.519637744459537	0.435024192859643	ACTB	1
GO:1901522	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	1/291	21/18903	0.278173187465455	0.519637744459537	0.435024192859643	ATF4	1
GO:1903429	regulation of cell maturation	1/291	21/18903	0.278173187465455	0.519637744459537	0.435024192859643	LRRK2	1
GO:2000319	regulation of T-helper 17 cell differentiation	1/291	21/18903	0.278173187465455	0.519637744459537	0.435024192859643	ZBTB7B	1
GO:0002704	negative regulation of leukocyte mediated immunity	2/291	68/18903	0.28160589367863	0.523792759507875	0.43850263931007	CCR2/CEACAM1	2
GO:0043550	regulation of lipid kinase activity	2/291	68/18903	0.28160589367863	0.523792759507875	0.43850263931007	SOCS3/SOCS1	2
GO:0045670	regulation of osteoclast differentiation	2/291	68/18903	0.28160589367863	0.523792759507875	0.43850263931007	TNFAIP6/TFE3	2
GO:0046503	glycerolipid catabolic process	2/291	68/18903	0.28160589367863	0.523792759507875	0.43850263931007	PLB1/PNPLA2	2
GO:1902808	positive regulation of cell cycle G1/S phase transition	2/291	68/18903	0.28160589367863	0.523792759507875	0.43850263931007	RRM2/CENPJ	2
GO:0007006	mitochondrial membrane organization	3/291	120/18903	0.281610641113527	0.523792759507875	0.43850263931007	OPA1/BNIP3L/BAD	3
GO:0035967	cellular response to topologically incorrect protein	3/291	120/18903	0.281610641113527	0.523792759507875	0.43850263931007	HSPA6/ATF4/DNAJB12	3
GO:1904029	regulation of cyclin-dependent protein kinase activity	3/291	120/18903	0.281610641113527	0.523792759507875	0.43850263931007	CCNA2/CDC25A/ACTB	3
GO:0051101	regulation of DNA binding	3/291	121/18903	0.285798434700107	0.527300259523181	0.441439006768713	MMP8/PARK7/E2F1	3
GO:0090174	organelle membrane fusion	3/291	121/18903	0.285798434700107	0.527300259523181	0.441439006768713	DYSF/ATP13A2/VAMP8	3
GO:0006520	cellular amino acid metabolic process	6/291	289/18903	0.286894555513976	0.527300259523181	0.441439006768713	WARS1/SMS/ATF4/PARK7/SLC39A8/PSAT1	6
GO:2000401	regulation of lymphocyte migration	2/291	69/18903	0.287315737464334	0.527300259523181	0.441439006768713	CCR2/PADI2	2
GO:0001919	regulation of receptor recycling	1/291	22/18903	0.289297623565845	0.527300259523181	0.441439006768713	LAMTOR1	1
GO:0002115	store-operated calcium entry	1/291	22/18903	0.289297623565845	0.527300259523181	0.441439006768713	ORAI3	1
GO:0006244	pyrimidine nucleotide catabolic process	1/291	22/18903	0.289297623565845	0.527300259523181	0.441439006768713	TYMP	1
GO:0006907	pinocytosis	1/291	22/18903	0.289297623565845	0.527300259523181	0.441439006768713	MAPKAPK2	1
GO:0007039	protein catabolic process in the vacuole	1/291	22/18903	0.289297623565845	0.527300259523181	0.441439006768713	ATP13A2	1
GO:0007398	ectoderm development	1/291	22/18903	0.289297623565845	0.527300259523181	0.441439006768713	ZBTB7B	1
GO:0009070	serine family amino acid biosynthetic process	1/291	22/18903	0.289297623565845	0.527300259523181	0.441439006768713	PSAT1	1
GO:0009129	pyrimidine nucleoside monophosphate metabolic process	1/291	22/18903	0.289297623565845	0.527300259523181	0.441439006768713	TYMP	1
GO:0009713	catechol-containing compound biosynthetic process	1/291	22/18903	0.289297623565845	0.527300259523181	0.441439006768713	PARK7	1
GO:0010881	regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion	1/291	22/18903	0.289297623565845	0.527300259523181	0.441439006768713	GSTO1	1
GO:0015874	norepinephrine transport	1/291	22/18903	0.289297623565845	0.527300259523181	0.441439006768713	ACTB	1
GO:0019400	alditol metabolic process	1/291	22/18903	0.289297623565845	0.527300259523181	0.441439006768713	GK	1
GO:0030728	ovulation	1/291	22/18903	0.289297623565845	0.527300259523181	0.441439006768713	TNFAIP6	1
GO:0032288	myelin assembly	1/291	22/18903	0.289297623565845	0.527300259523181	0.441439006768713	EPB41L3	1
GO:0032928	regulation of superoxide anion generation	1/291	22/18903	0.289297623565845	0.527300259523181	0.441439006768713	CRP	1
GO:0034104	negative regulation of tissue remodeling	1/291	22/18903	0.289297623565845	0.527300259523181	0.441439006768713	CST3	1
GO:0035268	protein mannosylation	1/291	22/18903	0.289297623565845	0.527300259523181	0.441439006768713	DPM3	1
GO:0035313	wound healing, spreading of epidermal cells	1/291	22/18903	0.289297623565845	0.527300259523181	0.441439006768713	LRG1	1
GO:0035584	calcium-mediated signaling using intracellular calcium source	1/291	22/18903	0.289297623565845	0.527300259523181	0.441439006768713	AZU1	1
GO:0042423	catecholamine biosynthetic process	1/291	22/18903	0.289297623565845	0.527300259523181	0.441439006768713	PARK7	1
GO:0043371	negative regulation of CD4-positive, alpha-beta T cell differentiation	1/291	22/18903	0.289297623565845	0.527300259523181	0.441439006768713	ZBTB7B	1
GO:0045717	negative regulation of fatty acid biosynthetic process	1/291	22/18903	0.289297623565845	0.527300259523181	0.441439006768713	CEACAM1	1
GO:0046514	ceramide catabolic process	1/291	22/18903	0.289297623565845	0.527300259523181	0.441439006768713	NAGA	1
GO:0060713	labyrinthine layer morphogenesis	1/291	22/18903	0.289297623565845	0.527300259523181	0.441439006768713	SOCS3	1
GO:0071305	cellular response to vitamin D	1/291	22/18903	0.289297623565845	0.527300259523181	0.441439006768713	FES	1
GO:0072111	cell proliferation involved in kidney development	1/291	22/18903	0.289297623565845	0.527300259523181	0.441439006768713	STAT1	1
GO:0072574	hepatocyte proliferation	1/291	22/18903	0.289297623565845	0.527300259523181	0.441439006768713	CEACAM1	1
GO:0072575	epithelial cell proliferation involved in liver morphogenesis	1/291	22/18903	0.289297623565845	0.527300259523181	0.441439006768713	CEACAM1	1
GO:0086012	membrane depolarization during cardiac muscle cell action potential	1/291	22/18903	0.289297623565845	0.527300259523181	0.441439006768713	KCNJ2	1
GO:1902644	tertiary alcohol metabolic process	1/291	22/18903	0.289297623565845	0.527300259523181	0.441439006768713	AKR7A2	1
GO:1902774	late endosome to lysosome transport	1/291	22/18903	0.289297623565845	0.527300259523181	0.441439006768713	LRRK2	1
GO:1903209	positive regulation of oxidative stress-induced cell death	1/291	22/18903	0.289297623565845	0.527300259523181	0.441439006768713	PARK7	1
GO:2000310	regulation of NMDA receptor activity	1/291	22/18903	0.289297623565845	0.527300259523181	0.441439006768713	CCR2	1
GO:2000831	regulation of steroid hormone secretion	1/291	22/18903	0.289297623565845	0.527300259523181	0.441439006768713	RETN	1
GO:0008406	gonad development	5/291	233/18903	0.28992326415019	0.528007385164292	0.442030989865696	MEA1/TNFSF10/TNFAIP6/RETN/IDH1	5
